participant,trial,task,sentence,answer,keyword_1,keyword_2,keyword_3,count_correct,prompt,answer.1,response,correctness,rt
5e77c76ddec45632bb889d42,33,phonological,bkbf1516,The puppy plays with a ball,puppy,plays,ball,2,octopus,No,No,1,388.2
5e77c76ddec45632bb889d42,34,phonological,bkbf1205,The taps are above the sink,taps,above,sink,2,lizard,Yes,Yes,1,601.5
5e77c76ddec45632bb889d42,35,phonological,bkbf2112,The cricket team's playing,cricket,teams,playing,3,cockerel,No,Yes,0,925.6
5e77c76ddec45632bb889d42,36,phonological,bkbf1212,The children help the milkman,children,help,milkman,2,reindeer,Yes,Yes,1,553.6
5e77c76ddec45632bb889d42,37,phonological,bkbf0615,The broom stood in the corner,broom,stood,corner,0,trampoline,No,No,1,447
5e77c76ddec45632bb889d42,38,phonological,bkbf0502,The matches lie on the shelf,matches,lie,shelf,1,motorbike,No,No,1,373.2
5e77c76ddec45632bb889d42,39,phonological,bkbf2110,The egg cups are on the table,egg,cups,table,3,dragonfly,No,No,1,756.5
5e77c76ddec45632bb889d42,40,phonological,bkbf0310,The man cleaned his shoes,man,cleaned,shoes,3,lighthouse,Yes,Yes,1,331.6
5efc76ccb3e79801de0576d0,1,phonological,bkbf0109,The postman shut the gate,postman,shut,gate,3,guitar,Yes,Yes,1,1058.9
5efc76ccb3e79801de0576d0,2,phonological,bkbf1907,A grocer sells butter,grocer,sells,butter,0,ladybird,No,No,1,1038
5efc76ccb3e79801de0576d0,3,phonological,bkbf2012,The raincoat's hanging up,raincoats,hanging,up,1,chimpanzee,No,Yes,0,940.5
5efc76ccb3e79801de0576d0,4,phonological,bkbf0216,The school finished early,school,finished,early,3,headphones,Yes,No,0,542.0999999
5efc76ccb3e79801de0576d0,5,phonological,bkbf2016,The flower stands in a pot,flower,stands,pot,3,mosquito,No,No,1,1535.4
5efc76ccb3e79801de0576d0,6,phonological,bkbf0913,The dinner plate's hot,dinner,plates,hot,0,dolphin,Yes,No,0,180.3999999
5efc76ccb3e79801de0576d0,7,phonological,bkbf1516,The puppy plays with a ball,puppy,plays,ball,3,octopus,No,No,1,1650.4
5efc76ccb3e79801de0576d0,8,phonological,bkbf1415,The grass is getting long,grass,getting,long,3,rhino,Yes,No,0,1365.5
5efc76ccb3e79801de0576d0,9,phonological,bkbf1301,The fruit came in a box,fruit,came,box,1,leopard,Yes,Yes,1,574.6999998
5efc76ccb3e79801de0576d0,10,phonological,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,2,antelope,No,Yes,0,1018.4
5efc76ccb3e79801de0576d0,11,phonological,bkbf0912,The lady packed her bag,lady,packed,bag,3,basketball,No,No,1,619.3999999
5efc76ccb3e79801de0576d0,12,phonological,bkbf1609,Some men shave in the morning,men,shave,morning,1,kangaroo,No,No,1,571.5999999
5efc76ccb3e79801de0576d0,13,phonological,bkbf2110,The egg cups are on the table,egg,cups,table,1,dragonfly,No,No,1,459.3999999
5efc76ccb3e79801de0576d0,14,phonological,bkbf0213,Some sticks were under the tree,sticks,under,tree,3,lipstick,Yes,Yes,1,925.2
5efc76ccb3e79801de0576d0,15,phonological,bkbf0411,The jam jar was full,jam,jar,full,3,slipper,Yes,Yes,1,1048.8
5efc76ccb3e79801de0576d0,16,phonological,bkbf2112,The cricket team's playing,cricket,teams,playing,1,cockerel,No,Yes,0,1310.9
5efc76ccb3e79801de0576d0,17,phonological,bkbf0414,The cooks making a cake,cooks,making,cake,3,turbine,Yes,Yes,1,547.9000001
5efc76ccb3e79801de0576d0,18,phonological,bkbf0206,The thin dog was hungry,thin,dog,hungry,2,statue,Yes,Yes,1,431.3000002
5efc76ccb3e79801de0576d0,19,phonological,bkbf1208,The bread van's coming,bread,vans,coming,3,hamster,Yes,Yes,1,350
5efc76ccb3e79801de0576d0,20,phonological,bkbf1008,Someones crossing the road,Someones,crossing,road,3,penguin,Yes,Yes,1,567.3
5efc76ccb3e79801de0576d0,21,phonological,bkbf0204,The old gloves are dirty,old,gloves,dirty,2,scissors,Yes,Yes,1,610.4000001
5efc76ccb3e79801de0576d0,22,phonological,bkbf0210,The police chased the car,police,chased,car,3,boiler,Yes,Yes,1,375.9000001
5efc76ccb3e79801de0576d0,23,phonological,bkbf1616,The painter used a brush,painter,used,brush,1,jellyfish,No,No,1,403.1000001
5efc76ccb3e79801de0576d0,24,phonological,bkbf1205,The taps are above the sink,taps,above,sink,1,lizard,Yes,No,0,394.6000001
5efc76ccb3e79801de0576d0,25,phonological,bkbf0502,The matches lie on the shelf,matches,lie,shelf,2,motorbike,No,No,1,380.3999999
5efc76ccb3e79801de0576d0,26,phonological,bkbf1203,The front garden was pretty,front,garden,pretty,3,giraffe,Yes,No,0,407.8
5efc76ccb3e79801de0576d0,27,phonological,bkbf1701,The apple pie's cooking,apple,pies,cooking,3,woodpecker,No,No,1,638.1999998
5efc76ccb3e79801de0576d0,28,phonological,bkbf0501,The bath towel was wet,bath,towel,wet,3,container,No,No,1,1038.8
5efc76ccb3e79801de0576d0,29,phonological,bkbf0512,Somebody took the money,Somebody,took,money,3,pyjamas,No,No,1,930.5
5efc76ccb3e79801de0576d0,30,phonological,bkbf1215,The boy had a toy dragon,boy,toy,dragon,3,tortoise,Yes,Yes,1,333.5
5efc76ccb3e79801de0576d0,31,phonological,bkbf1408,The kitchen window was clean,kitchen,window,clean,2,hedgehog,Yes,No,0,324.3
5efc76ccb3e79801de0576d0,32,phonological,bkbf1212,The children help the milkman,children,help,milkman,1,reindeer,Yes,Yes,1,321
5efc76ccb3e79801de0576d0,33,phonological,bkbf0201,The ladder's near the door,ladders,near,door,1,cupboard,Yes,Yes,1,484.3
5efc76ccb3e79801de0576d0,34,phonological,bkbf0812,The bus stopped suddenly,bus,stopped,suddenly,3,detector,No,No,1,1126
5efc76ccb3e79801de0576d0,35,phonological,bkbf0803,The match boxes are empty,match,boxes,empty,3,computer,No,No,1,394.4000001
5efc76ccb3e79801de0576d0,36,phonological,bkbf0906,A letter fell on the mat,letter,fell,mat,1,camera,No,No,1,859
5efc76ccb3e79801de0576d0,37,phonological,bkbf0714,The orange was quite sweet,orange,quite,sweet,3,microphone,No,No,1,1156.5
5efc76ccb3e79801de0576d0,38,phonological,bkbf0602,The mother stirs the tea,mother,stirs,tea,0,sunglasses,No,No,1,351.8
5efc76ccb3e79801de0576d0,39,phonological,bkbf0310,The man cleaned his shoes,man,cleaned,shoes,3,lighthouse,Yes,No,0,429
5efc76ccb3e79801de0576d0,40,phonological,bkbf0615,The broom stood in the corner,broom,stood,corner,2,trampoline,No,No,1,989.9000001
5f032da8d02aa11ef3ccabeb,1,phonological,bkbf1701,The apple pie's cooking,apple,pies,cooking,3,woodpecker,No,No,1,807.1999999
5f032da8d02aa11ef3ccabeb,2,phonological,bkbf0502,The matches lie on the shelf,matches,lie,shelf,3,motorbike,No,Yes,0,316
5f032da8d02aa11ef3ccabeb,3,phonological,bkbf0216,The school finished early,school,finished,early,3,headphones,Yes,Yes,1,401.1
5f032da8d02aa11ef3ccabeb,4,phonological,bkbf1215,The boy had a toy dragon,boy,toy,dragon,3,tortoise,Yes,Yes,1,309.8000001
5f032da8d02aa11ef3ccabeb,5,phonological,bkbf1212,The children help the milkman,children,help,milkman,3,reindeer,Yes,Yes,1,267.9
5f032da8d02aa11ef3ccabeb,6,phonological,bkbf0414,The cooks making a cake,cooks,making,cake,3,turbine,Yes,Yes,1,267.8
5f032da8d02aa11ef3ccabeb,7,phonological,bkbf1415,The grass is getting long,grass,getting,long,3,rhino,Yes,Yes,1,311.9000001
5f032da8d02aa11ef3ccabeb,8,phonological,bkbf1408,The kitchen window was clean,kitchen,window,clean,3,hedgehog,Yes,Yes,1,319.9
5f032da8d02aa11ef3ccabeb,9,phonological,bkbf0204,The old gloves are dirty,old,gloves,dirty,2,scissors,Yes,Yes,1,675.3
5f032da8d02aa11ef3ccabeb,10,phonological,bkbf2110,The egg cups are on the table,egg,cups,table,3,dragonfly,No,No,1,285.4
5f032da8d02aa11ef3ccabeb,11,phonological,bkbf0913,The dinner plate's hot,dinner,plates,hot,3,dolphin,Yes,Yes,1,246.5
5f032da8d02aa11ef3ccabeb,12,phonological,bkbf0602,The mother stirs the tea,mother,stirs,tea,1,sunglasses,No,No,1,347.3000001
5f032da8d02aa11ef3ccabeb,13,phonological,bkbf0109,The postman shut the gate,postman,shut,gate,3,guitar,Yes,No,0,365.2
5f032da8d02aa11ef3ccabeb,14,phonological,bkbf1008,Someones crossing the road,Someones,crossing,road,3,penguin,Yes,Yes,1,287.5
5f032da8d02aa11ef3ccabeb,15,phonological,bkbf0906,A letter fell on the mat,letter,fell,mat,3,camera,No,No,1,273
5f032da8d02aa11ef3ccabeb,16,phonological,bkbf1208,The bread van's coming,bread,vans,coming,2,hamster,Yes,Yes,1,518
5f032da8d02aa11ef3ccabeb,17,phonological,bkbf2112,The cricket team's playing,cricket,teams,playing,3,cockerel,No,Yes,0,369
5f032da8d02aa11ef3ccabeb,18,phonological,bkbf0213,Some sticks were under the tree,sticks,under,tree,3,lipstick,Yes,Yes,1,328.9
5f032da8d02aa11ef3ccabeb,19,phonological,bkbf0411,The jam jar was full,jam,jar,full,3,slipper,Yes,Yes,1,377.6999999
5f032da8d02aa11ef3ccabeb,20,phonological,bkbf0210,The police chased the car,police,chased,car,3,boiler,Yes,Yes,1,350.6999999
5f032da8d02aa11ef3ccabeb,21,phonological,bkbf0201,The ladder's near the door,ladders,near,door,0,cupboard,Yes,Yes,1,315
5f032da8d02aa11ef3ccabeb,22,phonological,bkbf1616,The painter used a brush,painter,used,brush,3,jellyfish,No,No,1,642.9
5f032da8d02aa11ef3ccabeb,23,phonological,bkbf0310,The man cleaned his shoes,man,cleaned,shoes,3,lighthouse,Yes,Yes,1,299.0999999
5f032da8d02aa11ef3ccabeb,24,phonological,bkbf0812,The bus stopped suddenly,bus,stopped,suddenly,3,detector,No,Yes,0,249.8000001
5f032da8d02aa11ef3ccabeb,25,phonological,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,3,antelope,No,No,1,271.0999999
5f032da8d02aa11ef3ccabeb,26,phonological,bkbf1516,The puppy plays with a ball,puppy,plays,ball,3,octopus,No,No,1,264.4
5f032da8d02aa11ef3ccabeb,27,phonological,bkbf0206,The thin dog was hungry,thin,dog,hungry,0,statue,Yes,Yes,1,399.8
5f032da8d02aa11ef3ccabeb,28,phonological,bkbf2012,The raincoat's hanging up,raincoats,hanging,up,3,chimpanzee,No,No,1,306.6
5f032da8d02aa11ef3ccabeb,29,phonological,bkbf1205,The taps are above the sink,taps,above,sink,2,lizard,Yes,No,0,272.6999999
5f032da8d02aa11ef3ccabeb,30,phonological,bkbf0615,The broom stood in the corner,broom,stood,corner,2,trampoline,No,No,1,458.9
5f032da8d02aa11ef3ccabeb,31,phonological,bkbf0501,The bath towel was wet,bath,towel,wet,3,container,No,No,1,285.5
5f032da8d02aa11ef3ccabeb,32,phonological,bkbf0912,The lady packed her bag,lady,packed,bag,3,basketball,No,No,1,227.6
5f032da8d02aa11ef3ccabeb,33,phonological,bkbf0714,The orange was quite sweet,orange,quite,sweet,3,microphone,No,Yes,0,367.3
5f032da8d02aa11ef3ccabeb,34,phonological,bkbf0803,The match boxes are empty,match,boxes,empty,3,computer,No,No,1,234.6
5f032da8d02aa11ef3ccabeb,35,phonological,bkbf0512,Somebody took the money,Somebody,took,money,3,pyjamas,No,No,1,240.5
5f032da8d02aa11ef3ccabeb,36,phonological,bkbf2016,The flower stands in a pot,flower,stands,pot,3,mosquito,No,No,1,286.1999999
5f032da8d02aa11ef3ccabeb,37,phonological,bkbf1301,The fruit came in a box,fruit,came,box,2,leopard,Yes,Yes,1,290.1
5f032da8d02aa11ef3ccabeb,38,phonological,bkbf1609,Some men shave in the morning,men,shave,morning,3,kangaroo,No,No,1,248.6999999
5f032da8d02aa11ef3ccabeb,39,phonological,bkbf1907,A grocer sells butter,grocer,sells,butter,3,ladybird,No,No,1,283.1
5f032da8d02aa11ef3ccabeb,40,phonological,bkbf1203,The front garden was pretty,front,garden,pretty,3,giraffe,Yes,No,0,206.3
5f0f2a5da391fe0009bd51ed,1,phonological,bkbf1212,The children help the milkman,children,help,milkman,2,reindeer,Yes,Yes,1,1459.715
5f0f2a5da391fe0009bd51ed,2,phonological,bkbf1008,Someones crossing the road,Someones,crossing,road,2,penguin,Yes,Yes,1,714.25
5f0f2a5da391fe0009bd51ed,3,phonological,bkbf0512,Somebody took the money,Somebody,took,money,3,pyjamas,No,No,1,2223.185
5f0f2a5da391fe0009bd51ed,4,phonological,bkbf1701,The apple pie's cooking,apple,pies,cooking,3,woodpecker,No,No,1,819.33
5f0f2a5da391fe0009bd51ed,5,phonological,bkbf1907,A grocer sells butter,grocer,sells,butter,0,ladybird,No,No,1,727.865
5f0f2a5da391fe0009bd51ed,6,phonological,bkbf2112,The cricket team's playing,cricket,teams,playing,3,cockerel,No,No,1,643.23
5f0f2a5da391fe0009bd51ed,7,phonological,bkbf0210,The police chased the car,police,chased,car,1,boiler,Yes,Yes,1,625.485
5f0f2a5da391fe0009bd51ed,8,phonological,bkbf0414,The cooks making a cake,cooks,making,cake,2,turbine,Yes,Yes,1,515.625
5f0f2a5da391fe0009bd51ed,9,phonological,bkbf0501,The bath towel was wet,bath,towel,wet,3,container,No,No,1,508.04
5f0f2a5da391fe0009bd51ed,10,phonological,bkbf0411,The jam jar was full,jam,jar,full,3,slipper,Yes,Yes,1,685.33
5f0f2a5da391fe0009bd51ed,11,phonological,bkbf0204,The old gloves are dirty,old,gloves,dirty,2,scissors,Yes,Yes,1,766.995
5f0f2a5da391fe0009bd51ed,12,phonological,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,2,antelope,No,No,1,1158.03
5f0f2a5da391fe0009bd51ed,13,phonological,bkbf1208,The bread van's coming,bread,vans,coming,1,hamster,Yes,Yes,1,380.485
5f0f2a5da391fe0009bd51ed,14,phonological,bkbf0502,The matches lie on the shelf,matches,lie,shelf,2,motorbike,No,Yes,0,653.19
5f0f2a5da391fe0009bd51ed,15,phonological,bkbf0615,The broom stood in the corner,broom,stood,corner,0,trampoline,No,No,1,1405.35
5f0f2a5da391fe0009bd51ed,16,phonological,bkbf1205,The taps are above the sink,taps,above,sink,2,lizard,Yes,Yes,1,657.135
5f0f2a5da391fe0009bd51ed,17,phonological,bkbf0803,The match boxes are empty,match,boxes,empty,3,computer,No,No,1,2501.26
5f0f2a5da391fe0009bd51ed,18,phonological,bkbf0912,The lady packed her bag,lady,packed,bag,3,basketball,No,No,1,592.785
5f0f2a5da391fe0009bd51ed,19,phonological,bkbf0206,The thin dog was hungry,thin,dog,hungry,1,statue,Yes,Yes,1,452.645
5f0f2a5da391fe0009bd51ed,20,phonological,bkbf0216,The school finished early,school,finished,early,3,headphones,Yes,Yes,1,730.71
5f0f2a5da391fe0009bd51ed,21,phonological,bkbf0812,The bus stopped suddenly,bus,stopped,suddenly,2,detector,No,No,1,629.27
5f0f2a5da391fe0009bd51ed,22,phonological,bkbf2110,The egg cups are on the table,egg,cups,table,3,dragonfly,No,No,1,836.815
5f0f2a5da391fe0009bd51ed,23,phonological,bkbf0109,The postman shut the gate,postman,shut,gate,1,guitar,Yes,Yes,1,481.82
5f0f2a5da391fe0009bd51ed,24,phonological,bkbf1408,The kitchen window was clean,kitchen,window,clean,3,hedgehog,Yes,Yes,1,461.575
5f0f2a5da391fe0009bd51ed,25,phonological,bkbf1203,The front garden was pretty,front,garden,pretty,3,giraffe,Yes,Yes,1,625.065
5f0f2a5da391fe0009bd51ed,26,phonological,bkbf1616,The painter used a brush,painter,used,brush,3,jellyfish,No,timeout,0,2999.88
5f0f2a5da391fe0009bd51ed,27,phonological,bkbf0201,The ladder's near the door,ladders,near,door,3,cupboard,Yes,Yes,1,642.045
5f0f2a5da391fe0009bd51ed,28,phonological,bkbf0906,A letter fell on the mat,letter,fell,mat,2,camera,No,No,1,557.43
5f0f2a5da391fe0009bd51ed,29,phonological,bkbf0213,Some sticks were under the tree,sticks,under,tree,3,lipstick,Yes,Yes,1,882.47
5f0f2a5da391fe0009bd51ed,30,phonological,bkbf2016,The flower stands in a pot,flower,stands,pot,3,mosquito,No,No,1,449.005
5f0f2a5da391fe0009bd51ed,31,phonological,bkbf1215,The boy had a toy dragon,boy,toy,dragon,3,tortoise,Yes,Yes,1,536.845
5f0f2a5da391fe0009bd51ed,32,phonological,bkbf0714,The orange was quite sweet,orange,quite,sweet,2,microphone,No,No,1,504.58
5f0f2a5da391fe0009bd51ed,33,phonological,bkbf1516,The puppy plays with a ball,puppy,plays,ball,3,octopus,No,No,1,587.88
5f0f2a5da391fe0009bd51ed,34,phonological,bkbf0602,The mother stirs the tea,mother,stirs,tea,0,sunglasses,No,No,1,542.33
5f0f2a5da391fe0009bd51ed,35,phonological,bkbf2012,The raincoat's hanging up,raincoats,hanging,up,3,chimpanzee,No,No,1,469.69
5f0f2a5da391fe0009bd51ed,36,phonological,bkbf1415,The grass is getting long,grass,getting,long,3,rhino,Yes,Yes,1,505.615
5f0f2a5da391fe0009bd51ed,37,phonological,bkbf0913,The dinner plate's hot,dinner,plates,hot,2,dolphin,Yes,Yes,1,435.785
5f0f2a5da391fe0009bd51ed,38,phonological,bkbf0310,The man cleaned his shoes,man,cleaned,shoes,3,lighthouse,Yes,Yes,1,437.605
5f0f2a5da391fe0009bd51ed,39,phonological,bkbf1301,The fruit came in a box,fruit,came,box,2,leopard,Yes,Yes,1,566.655
5f0f2a5da391fe0009bd51ed,40,phonological,bkbf1609,Some men shave in the morning,men,shave,morning,3,kangaroo,No,No,1,539.93
5f30240965964e43a980d045,1,phonological,bkbf1215,The boy had a toy dragon,boy,toy,dragon,3,tortoise,Yes,Yes,1,1058.6
5f30240965964e43a980d045,2,phonological,bkbf1609,Some men shave in the morning,men,shave,morning,2,kangaroo,No,No,1,728.1
5f30240965964e43a980d045,3,phonological,bkbf1203,The front garden was pretty,front,garden,pretty,3,giraffe,Yes,Yes,1,467.7
5f30240965964e43a980d045,4,phonological,bkbf1212,The children help the milkman,children,help,milkman,1,reindeer,Yes,Yes,1,1135.7
5f30240965964e43a980d045,5,phonological,bkbf1516,The puppy plays with a ball,puppy,plays,ball,3,octopus,No,No,1,573
5f30240965964e43a980d045,6,phonological,bkbf1415,The grass is getting long,grass,getting,long,2,rhino,Yes,No,0,1066.1
5f30240965964e43a980d045,7,phonological,bkbf2110,The egg cups are on the table,egg,cups,table,3,dragonfly,No,Yes,0,570.4
5f30240965964e43a980d045,8,phonological,bkbf0906,A letter fell on the mat,letter,fell,mat,1,camera,No,No,1,1114.1
5f30240965964e43a980d045,9,phonological,bkbf0812,The bus stopped suddenly,bus,stopped,suddenly,3,detector,No,No,1,529.3
5f30240965964e43a980d045,10,phonological,bkbf0216,The school finished early,school,finished,early,0,headphones,Yes,Yes,1,1778.5
5f30240965964e43a980d045,11,phonological,bkbf1408,The kitchen window was clean,kitchen,window,clean,3,hedgehog,Yes,Yes,1,563.2
5f30240965964e43a980d045,12,phonological,bkbf0512,Somebody took the money,Somebody,took,money,3,pyjamas,No,Yes,0,453.3
5f30240965964e43a980d045,13,phonological,bkbf0411,The jam jar was full,jam,jar,full,3,slipper,Yes,Yes,1,284.6
5f30240965964e43a980d045,14,phonological,bkbf0803,The match boxes are empty,match,boxes,empty,3,computer,No,Yes,0,394
5f30240965964e43a980d045,15,phonological,bkbf1301,The fruit came in a box,fruit,came,box,2,leopard,Yes,Yes,1,674.1
5f30240965964e43a980d045,16,phonological,bkbf0602,The mother stirs the tea,mother,stirs,tea,0,sunglasses,No,No,1,640.6
5f30240965964e43a980d045,17,phonological,bkbf2112,The cricket team's playing,cricket,teams,playing,3,cockerel,No,Yes,0,1477.3
5f30240965964e43a980d045,18,phonological,bkbf0502,The matches lie on the shelf,matches,lie,shelf,2,motorbike,No,Yes,0,434.9
5f30240965964e43a980d045,19,phonological,bkbf1701,The apple pie's cooking,apple,pies,cooking,3,woodpecker,No,No,1,319
5f30240965964e43a980d045,20,phonological,bkbf0912,The lady packed her bag,lady,packed,bag,2,basketball,No,No,1,493.4
5f30240965964e43a980d045,21,phonological,bkbf0913,The dinner plate's hot,dinner,plates,hot,3,dolphin,Yes,Yes,1,362.7
5f30240965964e43a980d045,22,phonological,bkbf0210,The police chased the car,police,chased,car,3,boiler,Yes,Yes,1,378.1
5f30240965964e43a980d045,23,phonological,bkbf0213,Some sticks were under the tree,sticks,under,tree,3,lipstick,Yes,Yes,1,608.9
5f30240965964e43a980d045,24,phonological,bkbf2012,The raincoat's hanging up,raincoats,hanging,up,3,chimpanzee,No,No,1,299.1
5f30240965964e43a980d045,25,phonological,bkbf0615,The broom stood in the corner,broom,stood,corner,2,trampoline,No,No,1,973
5f30240965964e43a980d045,26,phonological,bkbf1208,The bread van's coming,bread,vans,coming,2,hamster,Yes,Yes,1,401.4
5f30240965964e43a980d045,27,phonological,bkbf2016,The flower stands in a pot,flower,stands,pot,3,mosquito,No,Yes,0,319.6
5f30240965964e43a980d045,28,phonological,bkbf0109,The postman shut the gate,postman,shut,gate,3,guitar,Yes,Yes,1,320.9
5f30240965964e43a980d045,29,phonological,bkbf0414,The cooks making a cake,cooks,making,cake,3,turbine,Yes,Yes,1,430.9
5f30240965964e43a980d045,30,phonological,bkbf1205,The taps are above the sink,taps,above,sink,3,lizard,Yes,Yes,1,351.3
5f30240965964e43a980d045,31,phonological,bkbf0201,The ladder's near the door,ladders,near,door,3,cupboard,Yes,Yes,1,329.2
5f30240965964e43a980d045,32,phonological,bkbf1008,Someones crossing the road,Someones,crossing,road,3,penguin,Yes,Yes,1,466.2
5f30240965964e43a980d045,33,phonological,bkbf1616,The painter used a brush,painter,used,brush,1,jellyfish,No,Yes,0,2422.5
5f30240965964e43a980d045,34,phonological,bkbf0714,The orange was quite sweet,orange,quite,sweet,3,microphone,No,No,1,250
5f30240965964e43a980d045,35,phonological,bkbf0310,The man cleaned his shoes,man,cleaned,shoes,3,lighthouse,Yes,No,0,344.2
5f30240965964e43a980d045,36,phonological,bkbf0501,The bath towel was wet,bath,towel,wet,2,container,No,No,1,308.7
5f30240965964e43a980d045,37,phonological,bkbf0204,The old gloves are dirty,old,gloves,dirty,3,scissors,Yes,Yes,1,458.7
5f30240965964e43a980d045,38,phonological,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,3,antelope,No,No,1,331.6
5f30240965964e43a980d045,39,phonological,bkbf1907,A grocer sells butter,grocer,sells,butter,1,ladybird,No,Yes,0,756.7
5f30240965964e43a980d045,40,phonological,bkbf0206,The thin dog was hungry,thin,dog,hungry,0,statue,Yes,No,0,1976.8
5f4e580f1f38c1011d5822a9,1,phonological,bkbf1415,The grass is getting long,grass,getting,long,3,rhino,Yes,No,0,1059.4
5f4e580f1f38c1011d5822a9,2,phonological,bkbf1616,The painter used a brush,painter,used,brush,3,jellyfish,No,No,1,1070.8
5f4e580f1f38c1011d5822a9,3,phonological,bkbf1907,A grocer sells butter,grocer,sells,butter,0,ladybird,No,No,1,534.6
5f4e580f1f38c1011d5822a9,4,phonological,bkbf0812,The bus stopped suddenly,bus,stopped,suddenly,2,detector,No,No,1,666
5f4e580f1f38c1011d5822a9,5,phonological,bkbf1212,The children help the milkman,children,help,milkman,2,reindeer,Yes,Yes,1,509.7
5f4e580f1f38c1011d5822a9,6,phonological,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,3,antelope,No,Yes,0,620.1
5f4e580f1f38c1011d5822a9,7,phonological,bkbf0602,The mother stirs the tea,mother,stirs,tea,0,sunglasses,No,No,1,542.8
5f4e580f1f38c1011d5822a9,8,phonological,bkbf1408,The kitchen window was clean,kitchen,window,clean,3,hedgehog,Yes,Yes,1,635.6
5f4e580f1f38c1011d5822a9,9,phonological,bkbf0109,The postman shut the gate,postman,shut,gate,3,guitar,Yes,Yes,1,454.6
5f4e580f1f38c1011d5822a9,10,phonological,bkbf1301,The fruit came in a box,fruit,came,box,3,leopard,Yes,Yes,1,593.4
5f4e580f1f38c1011d5822a9,11,phonological,bkbf1203,The front garden was pretty,front,garden,pretty,3,giraffe,Yes,Yes,1,476.3
5f4e580f1f38c1011d5822a9,12,phonological,bkbf0906,A letter fell on the mat,letter,fell,mat,1,camera,No,No,1,423.2
5f4e580f1f38c1011d5822a9,13,phonological,bkbf0714,The orange was quite sweet,orange,quite,sweet,3,microphone,No,No,1,366.4
5f4e580f1f38c1011d5822a9,14,phonological,bkbf0502,The matches lie on the shelf,matches,lie,shelf,2,motorbike,No,No,1,452.9
5f4e580f1f38c1011d5822a9,15,phonological,bkbf0615,The broom stood in the corner,broom,stood,corner,3,trampoline,No,No,1,484.3
5f4e580f1f38c1011d5822a9,16,phonological,bkbf1516,The puppy plays with a ball,puppy,plays,ball,2,octopus,No,No,1,536.8
5f4e580f1f38c1011d5822a9,17,phonological,bkbf2016,The flower stands in a pot,flower,stands,pot,3,mosquito,No,No,1,446
5f4e580f1f38c1011d5822a9,18,phonological,bkbf0310,The man cleaned his shoes,man,cleaned,shoes,3,lighthouse,Yes,No,0,374.8
5f4e580f1f38c1011d5822a9,19,phonological,bkbf1609,Some men shave in the morning,men,shave,morning,3,kangaroo,No,No,1,451.8
5f4e580f1f38c1011d5822a9,20,phonological,bkbf2112,The cricket team's playing,cricket,teams,playing,3,cockerel,No,No,1,570.2
5f4e580f1f38c1011d5822a9,21,phonological,bkbf0803,The match boxes are empty,match,boxes,empty,3,computer,No,No,1,367.7
5f4e580f1f38c1011d5822a9,22,phonological,bkbf0414,The cooks making a cake,cooks,making,cake,3,turbine,Yes,Yes,1,425.6
5f4e580f1f38c1011d5822a9,23,phonological,bkbf0206,The thin dog was hungry,thin,dog,hungry,1,statue,Yes,Yes,1,453.2
5f4e580f1f38c1011d5822a9,24,phonological,bkbf1008,Someones crossing the road,Someones,crossing,road,3,penguin,Yes,Yes,1,414.3
5f4e580f1f38c1011d5822a9,25,phonological,bkbf0411,The jam jar was full,jam,jar,full,1,slipper,Yes,Yes,1,468.3
5f4e580f1f38c1011d5822a9,26,phonological,bkbf2012,The raincoat's hanging up,raincoats,hanging,up,3,chimpanzee,No,No,1,377.4
5f4e580f1f38c1011d5822a9,27,phonological,bkbf0204,The old gloves are dirty,old,gloves,dirty,3,scissors,Yes,Yes,1,453
5f4e580f1f38c1011d5822a9,28,phonological,bkbf1215,The boy had a toy dragon,boy,toy,dragon,3,tortoise,Yes,Yes,1,417
5f4e580f1f38c1011d5822a9,29,phonological,bkbf0201,The ladder's near the door,ladders,near,door,1,cupboard,Yes,Yes,1,490
5f4e580f1f38c1011d5822a9,30,phonological,bkbf2110,The egg cups are on the table,egg,cups,table,3,dragonfly,No,No,1,511.3
5f4e580f1f38c1011d5822a9,31,phonological,bkbf1701,The apple pie's cooking,apple,pies,cooking,3,woodpecker,No,No,1,385.3
5f4e580f1f38c1011d5822a9,32,phonological,bkbf0912,The lady packed her bag,lady,packed,bag,3,basketball,No,No,1,419.7
5f4e580f1f38c1011d5822a9,33,phonological,bkbf0913,The dinner plate's hot,dinner,plates,hot,2,dolphin,Yes,Yes,1,493.3
5f4e580f1f38c1011d5822a9,34,phonological,bkbf0512,Somebody took the money,Somebody,took,money,3,pyjamas,No,No,1,439.3
5f4e580f1f38c1011d5822a9,35,phonological,bkbf0501,The bath towel was wet,bath,towel,wet,3,container,No,No,1,517.4
5f4e580f1f38c1011d5822a9,36,phonological,bkbf0213,Some sticks were under the tree,sticks,under,tree,3,lipstick,Yes,Yes,1,1927.4
5f4e580f1f38c1011d5822a9,37,phonological,bkbf0216,The school finished early,school,finished,early,3,headphones,Yes,Yes,1,353.7
5f4e580f1f38c1011d5822a9,38,phonological,bkbf1208,The bread van's coming,bread,vans,coming,1,hamster,Yes,Yes,1,432.3
